facility_id,campus_id,name,operator_company,facility_type,status,latitude,longitude,geom_type,geocode_precision,coord_confidence,address,city,state,county,zip,country,size_sqft,area_basis,power_capacity_mw,power_basis,power_demand_mw,year_opened,planned_year,in_conus,included,confidence,notes,snapshot_date,dataset_version,sources_json,source_name,source_url,n_sources
dc_bf1df6b842e9,,Centersquare IAD3,Centersquare,colocation,operational,38.9809293,-77.4443786,point,parcel,high,22995 Wilder Court,Dulles,VA,Loudoun,20166,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/273895868"", ""source_record_id"": ""way/273895868"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Dulles"", ""addr:housenumber"": ""22995"", ""addr:postcode"": ""20166"", ""addr:state"": ""VA"", ""addr:street"": ""Wilder Court"", ""building"": ""yes"", ""name"": ""Centersquare IAD3"", ""operator"": ""Centersquare"", ""operator:wikidata"": ""Q127304226"", ""ref"": ""IAD3"", ""source_ref"": ""https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-IAD-SpecSheet.pdf"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/273895868,1
dc_84a15c5e48cb,,Centersquare IAD2-A,Centersquare,colocation,operational,38.9844198,-77.4238096,point,parcel,high,22810 International Drive,Sterling,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/273896089"", ""source_record_id"": ""way/273896089"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Sterling"", ""addr:housenumber"": ""22810"", ""addr:state"": ""VA"", ""addr:street"": ""International Drive"", ""building"": ""data_center"", ""name"": ""Centersquare IAD2-A"", ""operator"": ""Centersquare"", ""operator:wikidata"": ""Q127304226"", ""ref"": ""IAD2-A"", ""source_ref"": ""https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-IAD-SpecSheet.pdf"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/273896089,1
dc_23cf9d5d92b8,,,CyrusOne,colocation,operational,38.9848664,-77.4256702,point,parcel,high,,,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/273896096"", ""source_record_id"": ""way/273896096"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""operator"": ""CyrusOne"", ""operator:wikidata"": ""Q16953751"", ""ref"": ""CyrusOne Northern Virginia Sterling IV"", ""telecom"": ""data_center""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1022757170"", ""source_record_id"": ""way/1022757170"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""barrier"": ""fence"", ""landuse"": ""industrial"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/273896096,2
dc_3a460ff301b5,,Centersquare IAD2-B,Centersquare,colocation,operational,38.9836138,-77.4240848,point,parcel,high,22860 International Drive,Sterling,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/273896102"", ""source_record_id"": ""way/273896102"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Sterling"", ""addr:housenumber"": ""22860"", ""addr:state"": ""VA"", ""addr:street"": ""International Drive"", ""building"": ""data_center"", ""name"": ""Centersquare IAD2-B"", ""operator"": ""Centersquare"", ""operator:wikidata"": ""Q127304226"", ""ref"": ""IAD2-B"", ""source_ref"": ""https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-IAD-SpecSheet.pdf"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/273896102,1
dc_825c795eeabf,,Digital Realty Data Center,Digital Realty,colocation,operational,33.6570094,-84.4152195,point,parcel,high,760 Doug Davis Drive,Atlanta,GA,Fulton,30354,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/278560778"", ""source_record_id"": ""way/278560778"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Atlanta"", ""addr:housenumber"": ""760"", ""addr:postcode"": ""30354"", ""addr:street"": ""Doug Davis Drive"", ""building"": ""yes"", ""name"": ""Digital Realty Data Center"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""operator:wikipedia"": ""en:Digital Realty"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/278560778,1
dc_c5f760fd708b,,Cyxtera (Digital Realty Trust) Citibank Data Center,Cyxtera,colocation,operational,40.7607798,-74.0257417,point,parcel,high,1919 Park Avenue,Weehawken,NJ,Hudson,07086,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/279410762"", ""source_record_id"": ""way/279410762"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Weehawken"", ""addr:housenumber"": ""1919"", ""addr:postcode"": ""07086"", ""addr:state"": ""NJ"", ""addr:street"": ""Park Avenue"", ""building"": ""data_center"", ""building:levels"": ""5"", ""name"": ""Cyxtera (Digital Realty Trust) Citibank Data Center"", ""operator"": ""Cyxtera"", ""operator:wikidata"": ""Q111143924"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/279410762,1
dc_11d8e71aea19,,Digital Realty New Jersey EWR10,Digital Realty,colocation,operational,40.7618178,-74.0250281,point,parcel,high,300 John F. Kennedy Boulevard East,Weehawken,NJ,Hudson,07086,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/279410766"", ""source_record_id"": ""way/279410766"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Weehawken"", ""addr:housenumber"": ""300"", ""addr:postcode"": ""07086"", ""addr:state"": ""NJ"", ""addr:street"": ""John F. Kennedy Boulevard East"", ""building"": ""data_center"", ""building:levels"": ""4"", ""clli"": ""WHWKNJ"", ""name"": ""Digital Realty New Jersey EWR10"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""EWR10"", ""source"": ""bing"", ""telecom"": ""data_center"", ""website"": ""https://www.digitalrealty.com/data-centers/americas/new-york/ewr10""}}]",OpenStreetMap,https://www.openstreetmap.org/way/279410766,1
dc_5ce1bef66bfd,,,,unknown,operational,47.2462099,-119.8132256,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051469"", ""source_record_id"": ""way/283051469"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051469,1
dc_e1ec41460f16,,,,unknown,operational,47.2476512,-119.8131864,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051470"", ""source_record_id"": ""way/283051470"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051470,1
dc_305a60972aa4,,,,unknown,operational,47.246168,-119.815756,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051471"", ""source_record_id"": ""way/283051471"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051471,1
dc_7c4e0d045a9c,,Intergate Quincy Data Center,Sabey Data Centers,unknown,operational,47.2453673,-119.8160897,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051472"", ""source_record_id"": ""way/283051472"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""landuse"": ""industrial"", ""name"": ""Intergate Quincy Data Center"", ""operator"": ""Sabey Data Centers"", ""operator:wikidata"": ""Q104864464"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051472,1
dc_5cc1bdab179a,,H5 Data Center,Intuit,unknown,operational,47.2515867,-119.8188048,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051474"", ""source_record_id"": ""way/283051474"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""landuse"": ""industrial"", ""name"": ""H5 Data Center"", ""operator"": ""Intuit"", ""telecom"": ""data_center"", ""website"": ""https://h5datacenters.com/quincy-data-center.html""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051474,1
dc_ca0113a123db,,,,unknown,operational,47.2525738,-119.8196649,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051475"", ""source_record_id"": ""way/283051475"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051475,1
dc_824340142f56,,Yahoo Data Center,Yahoo,unknown,operational,47.2467611,-119.8266159,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051477"", ""source_record_id"": ""way/283051477"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""landuse"": ""industrial"", ""name"": ""Yahoo Data Center"", ""operator"": ""Yahoo"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051477,1
dc_37ffc1fb3121,,,,unknown,operational,47.2467356,-119.8288659,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051478"", ""source_record_id"": ""way/283051478"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051478,1
dc_3e47ba6ea7d4,,,,unknown,operational,47.2459914,-119.8297912,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051481"", ""source_record_id"": ""way/283051481"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051482"", ""source_record_id"": ""way/283051482"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051483"", ""source_record_id"": ""way/283051483"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051484"", ""source_record_id"": ""way/283051484"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/283051485"", ""source_record_id"": ""way/283051485"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/283051481,5
dc_dc8fb9b88484,,CoreSite AT2 - Marietta Data Center,CoreSite,colocation,operational,33.9255145,-84.4816338,point,parcel,high,1130 Powers Ferry Place Southeast,,GA,Cobb,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/284044002"", ""source_record_id"": ""way/284044002"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:housenumber"": ""1130"", ""addr:street"": ""Powers Ferry Place Southeast"", ""building"": ""yes"", ""building:levels"": ""1"", ""name"": ""CoreSite AT2 - Marietta Data Center"", ""operator"": ""CoreSite"", ""ref"": ""Atlanta"", ""telecom"": ""data_center"", ""website"": ""https://www.coresite.com/data-center/at2-atlanta-ga""}}]",OpenStreetMap,https://www.openstreetmap.org/way/284044002,1
dc_64536bf4ec69,,,,unknown,operational,39.2901345,-94.6850641,point,parcel,high,10801 North Amity Avenue,Kansas City,MO,Platte,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/288909509"", ""source_record_id"": ""way/288909509"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""Kansas City"", ""addr:housenumber"": ""10801"", ""addr:state"": ""MO"", ""addr:street"": ""North Amity Avenue"", ""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/288909509,1
dc_a48459500fa0,,Digital Realty San Francisco SFO10,Digital Realty,colocation,operational,37.7236272,-122.3979543,point,parcel,high,200 Paul Avenue,San Francisco,CA,San Francisco,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/289620443"", ""source_record_id"": ""way/289620443"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""San Francisco"", ""addr:housenumber"": ""200"", ""addr:state"": ""CA"", ""addr:street"": ""Paul Avenue"", ""building"": ""data_center"", ""clli"": ""SNFCCAMM"", ""height"": ""16"", ""name"": ""Digital Realty San Francisco SFO10"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""SFO10"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/289620443,1
dc_e16c0048b956,,33 Thomas Street,,unknown,operational,40.7165207,-74.0059017,point,parcel,high,33 Thomas Street,New York,NY,New York,10007,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/289884123"", ""source_record_id"": ""way/289884123"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""New York"", ""addr:housenumber"": ""33"", ""addr:postcode"": ""10007"", ""addr:state"": ""NY"", ""addr:street"": ""Thomas Street"", ""building"": ""yes"", ""building:colour"": ""#a2867a"", ""building:material"": ""granite"", ""height"": ""170"", ""name"": ""33 Thomas Street"", ""nycdoitt:bin"": ""1085517"", ""old_name"": ""AT&T Long Lines Building"", ""start_date"": ""1974"", ""telecom"": ""data_center"", ""wikidata"": ""Q4635219"", ""wikipedia"": ""en:33 Thomas Street""}}]",OpenStreetMap,https://www.openstreetmap.org/way/289884123,1
dc_2d220fd00df6,,VentureData,VentureData,unknown,operational,43.8252286,-111.7820703,point,parcel,high,19 College Avenue,Rexburg,ID,Madison,83440,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/290101976"", ""source_record_id"": ""way/290101976"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Rexburg"", ""addr:housenumber"": ""19"", ""addr:postcode"": ""83440"", ""addr:state"": ""ID"", ""addr:street"": ""College Avenue"", ""brand"": ""VentureData"", ""building"": ""yes"", ""name"": ""VentureData"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/290101976,1
dc_78a95ede9fd2,,Cogent Data Center,"Cogent Communications, Inc.",unknown,operational,33.4002195,-112.0478786,point,parcel,high,1530 East Roeser Road,Phoenix,AZ,Maricopa,85040,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/290307022"", ""source_record_id"": ""way/290307022"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Phoenix"", ""addr:country"": ""US"", ""addr:housenumber"": ""1530"", ""addr:postcode"": ""85040"", ""addr:state"": ""AZ"", ""addr:street"": ""East Roeser Road"", ""building"": ""commercial"", ""name"": ""Cogent Data Center"", ""operator"": ""Cogent Communications, Inc."", ""source"": ""esri/USA_NAD_Addresses;esri_USDOT_Arizona"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/290307022,1
dc_ddc8ce7e149c,,CoreSpace Dallas,CoreSpace,unknown,operational,32.8175508,-96.873071,point,parcel,high,7505 John W Carpenter Freeway,Dallas,TX,Dallas,75247,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/290703004"", ""source_record_id"": ""way/290703004"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Dallas"", ""addr:housenumber"": ""7505"", ""addr:postcode"": ""75247"", ""addr:state"": ""TX"", ""addr:street"": ""John W Carpenter Freeway"", ""building"": ""commercial"", ""name"": ""CoreSpace Dallas"", ""operator"": ""CoreSpace"", ""phone"": ""+1-800-976-2673"", ""telecom"": ""data_center"", ""website"": ""https://corespace.com/data-centers/"", ""wheelchair"": ""yes""}}]",OpenStreetMap,https://www.openstreetmap.org/way/290703004,1
dc_139c81f1a97d,,,,unknown,operational,39.5901315,-104.8469632,point,parcel,high,6961 South Quentin Street,Centennial,CO,Arapahoe,80112,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/292506449"", ""source_record_id"": ""way/292506449"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""Centennial"", ""addr:housenumber"": ""6961"", ""addr:postcode"": ""80112"", ""addr:state"": ""CO"", ""addr:street"": ""South Quentin Street"", ""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/292506449,1
dc_70319b137cc4,,zColo by Zayo,,unknown,operational,39.5913398,-104.8470655,point,parcel,high,6900 South Peoria Street,Centennial,CO,Arapahoe,80112,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/292506452"", ""source_record_id"": ""way/292506452"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Centennial"", ""addr:housenumber"": ""6900"", ""addr:postcode"": ""80112"", ""addr:state"": ""CO"", ""addr:street"": ""South Peoria Street"", ""building"": ""yes"", ""name"": ""zColo by Zayo"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/292506452,1
dc_d4a1a829c73b,,Intergate Seattle East Building 5,Sabey,unknown,operational,47.491986,-122.2896655,point,parcel,high,3355 South 120th Place,Tukwila,WA,King,98168,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/293211683"", ""source_record_id"": ""way/293211683"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Tukwila"", ""addr:housenumber"": ""3355"", ""addr:postcode"": ""98168"", ""addr:state"": ""WA"", ""addr:street"": ""South 120th Place"", ""building"": ""data_center"", ""name"": ""Intergate Seattle East Building 5"", ""operator"": ""Sabey"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/293211683,1
dc_a155358ecc51,,Intergate Seattle East Building 3,Sabey,unknown,operational,47.4934798,-122.2904647,point,parcel,high,3333 South 120th Place,Tukwila,WA,King,98168,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/293211686"", ""source_record_id"": ""way/293211686"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Tukwila"", ""addr:housenumber"": ""3333"", ""addr:postcode"": ""98168"", ""addr:state"": ""WA"", ""addr:street"": ""South 120th Place"", ""building"": ""data_center"", ""name"": ""Intergate Seattle East Building 3"", ""operator"": ""Sabey"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/293211686,1
dc_e1661b2a1f9b,,Intergate Seattle East Building 4,Digital Realty,colocation,operational,47.4934032,-122.2888803,point,parcel,high,3433 South 120th Place,Tukwila,WA,King,98168,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/293211687"", ""source_record_id"": ""way/293211687"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Tukwila"", ""addr:housenumber"": ""3433"", ""addr:postcode"": ""98168"", ""addr:state"": ""WA"", ""addr:street"": ""South 120th Place"", ""building"": ""data_center"", ""name"": ""Intergate Seattle East Building 4"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""operator:wikipedia"": ""en:Digital Realty"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/293211687,1
dc_948f3bdc4314,,Flexential Allentown data center,Flexential,colocation,operational,40.6356953,-75.4575733,point,parcel,high,744 Roble Road,Allentown,PA,Lehigh,18109,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/296374269"", ""source_record_id"": ""way/296374269"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Allentown"", ""addr:housenumber"": ""744"", ""addr:postcode"": ""18109"", ""addr:state"": ""PA"", ""addr:street"": ""Roble Road"", ""building"": ""yes"", ""name"": ""Flexential Allentown data center"", ""operator"": ""Flexential"", ""operator:wikidata"": ""Q115417504"", ""telecom"": ""data_center"", ""website"": ""https://www.flexential.com/data-centers/pa/allentown/data-center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/296374269,1
dc_d2de7906afe4,,Digital Realty ACC4,Digital Realty,colocation,operational,39.0178592,-77.4624708,point,parcel,high,44480 Hastings Drive,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/298126010"", ""source_record_id"": ""way/298126010"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""44480"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Hastings Drive"", ""building"": ""data_center"", ""name"": ""Digital Realty ACC4"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""ACC4"", ""telecom"": ""data_center"", ""website"": ""https://www.digitalrealty.com/data-centers/americas/northern-virginia/acc4""}}]",OpenStreetMap,https://www.openstreetmap.org/way/298126010,1
dc_fc796ff9d529,,Equinix Ashburn DC1,Equinix,colocation,operational,39.0155577,-77.4603281,point,parcel,high,21711 Filigree Court,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/298127059"", ""source_record_id"": ""way/298127059"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:country"": ""US"", ""addr:housenumber"": ""21711"", ""addr:postcode"": ""20147"", ""addr:street"": ""Filigree Court"", ""building"": ""data_center"", ""name"": ""Equinix Ashburn DC1"", ""operator"": ""Equinix"", ""operator:wikidata"": ""Q851641"", ""operator:wikipedia"": ""en:Equinix"", ""ref"": ""DC1"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/washington-dc-data-centers/dc1""}}]",OpenStreetMap,https://www.openstreetmap.org/way/298127059,1
dc_eb543ca87716,,Equinix Ashburn DC5,Equinix,colocation,operational,39.0159646,-77.4612225,point,parcel,high,21701 Filigree Court,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/298127361"", ""source_record_id"": ""way/298127361"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""21701"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Filigree Court"", ""building"": ""data_center"", ""name"": ""Equinix Ashburn DC5"", ""operator"": ""Equinix"", ""operator:wikidata"": ""Q851641"", ""operator:wikipedia"": ""en:Equinix"", ""ref"": ""DC5"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/washington-dc-data-centers/dc5""}}]",OpenStreetMap,https://www.openstreetmap.org/way/298127361,1
