facility_id,campus_id,name,operator_company,facility_type,status,compute_capabilities,latitude,longitude,geom_type,geocode_precision,coordinate_precision,coord_confidence,address,city,state,county,zip,country,size_sqft,area_basis,num_floors,power_capacity_mw,power_basis,power_demand_mw,year_opened,planned_year,in_conus,included,confidence,notes,snapshot_date,dataset_version,sources_json,source_name,source_url,n_sources,coordinate_status,verification_status,confirmed_lat,confirmed_lon,verification_evidence,verification_source,verification_confidence,verification_date,verification_method,original_lat,original_lon
dc_0dcf4693d966,,Fidelity,Fidelity,unknown,operational,,41.1655243,-96.0833669,point,parcel,building,high,,,NE,Sarpy,,US,40714.3,gross_building,,,unknown,4.07,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/421273622"", ""source_record_id"": ""way/421273622"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Fidelity"", ""operator"": ""Fidelity"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/421273622,1,independently_confirmed_on_building,pending,,,,,,,,41.1655243,-96.0833669
dc_efb9968b09e4,,,Centurylink,unknown,operational,,33.9177276,-118.3862234,point,parcel,building,high,200 North Nash Street,El Segundo,CA,Los Angeles,90245,US,71501.0,gross_building,,,unknown,7.15,,,True,True,low,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/424945736"", ""source_record_id"": ""way/424945736"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""El Segundo"", ""addr:housenumber"": ""200"", ""addr:postcode"": ""90245"", ""addr:state"": ""CA"", ""addr:street"": ""North Nash Street"", ""building"": ""data_center"", ""ele"": ""40.9"", ""height"": ""8.5"", ""lacounty:ain"": ""4138003046"", ""lacounty:bld_id"": ""444460792673"", ""operator"": ""Centurylink"", ""owner"": ""Digital Realty"", ""start_date"": ""1976"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/424945736,1,on_osm_building_single_source,pending,,,,,,,,33.9177276,-118.3862234
dc_4c87d97ffa9a,,Serverfarm - LAX1,Serverfarm LLC.,unknown,operational,,33.9217415,-118.3864588,point,parcel,building,high,444 North Nash Street,El Segundo,CA,Los Angeles,90245,US,119102.5,gross_building,,,unknown,11.91,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/424945845"", ""source_record_id"": ""way/424945845"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""El Segundo"", ""addr:housenumber"": ""444"", ""addr:postcode"": ""90245"", ""addr:state"": ""CA"", ""addr:street"": ""North Nash Street"", ""building"": ""industrial"", ""check_date"": ""2025-04-14"", ""ele"": ""38.8"", ""height"": ""7.0"", ""lacounty:ain"": ""4138003007"", ""lacounty:bld_id"": ""444394794128"", ""name"": ""Serverfarm - LAX1"", ""operator"": ""Serverfarm LLC."", ""ref"": ""LAX1"", ""start_date"": ""1973"", ""telecom"": ""data_center"", ""website"": ""https://www.serverfarmllc.com/los-angeles-data-center/""}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/4952"", ""source_record_id"": ""4952"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""Serverfarm LAX1 Los Angeles"", ""city"": ""El Segundo"", ""state"": ""CA"", ""zipcode"": ""90245"", ""address1"": ""444 North Nash Street"", ""org_id"": 16352, ""campus_id"": null}}]",OpenStreetMap,https://www.openstreetmap.org/way/424945845,2,on_osm_building_single_source,pending,,,,,,,,33.9217415,-118.3864588
dc_abc1bc37e941,,DRT LAX12,Digital Realty,colocation,operational,,33.9156593,-118.3846186,point,parcel,building,high,2260 East El Segundo Boulevard,El Segundo,CA,Los Angeles,90245,US,113311.1,gross_building,,,unknown,11.33,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/424945852"", ""source_record_id"": ""way/424945852"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""El Segundo"", ""addr:housenumber"": ""2260"", ""addr:postcode"": ""90245"", ""addr:state"": ""CA"", ""addr:street"": ""East El Segundo Boulevard"", ""building"": ""data_center"", ""ele"": ""45.3"", ""height"": ""14.9"", ""lacounty:ain"": ""4138013027"", ""lacounty:bld_id"": ""445113791911"", ""name"": ""DRT LAX12"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""LAX4"", ""start_date"": ""1979"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/424945852,1,on_osm_building_single_source,pending,,,,,,,,33.9156593,-118.3846186
dc_961fc1bc0c89,,Google - Thornton,Google,hyperscale,operational,,39.922465,-104.9834252,point,parcel,building,high,Grant Street,Thorton,CO,Adams,,US,86059.2,gross_building,2.0,,unknown,17.21,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/426586135"", ""source_record_id"": ""way/426586135"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Thorton"", ""addr:state"": ""CO"", ""addr:street"": ""Grant Street"", ""building"": ""yes"", ""building:levels"": ""2"", ""name"": ""Google - Thornton"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""operator:wikipedia"": ""en:Google"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/426586135,1,independently_confirmed_on_building,pending,,,,,,,,39.922465,-104.9834252
dc_5b5256c05523,,DRT LAX10,,unknown,operational,,34.0473304,-118.25751,point,parcel,building,high,,,CA,Los Angeles,,US,66979.7,gross_building,7.0,,unknown,46.89,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/428021796"", ""source_record_id"": ""way/428021796"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""commercial"", ""building:levels"": ""7"", ""ele"": ""123.4"", ""height"": ""42.0"", ""lacounty:ain"": ""5144011014;5144011019"", ""lacounty:bld_id"": ""483626839623;483693839668"", ""name"": ""DRT LAX10"", ""old_name"": ""Carrier Center"", ""ref"": ""LAX6"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/428021796,1,on_osm_building_single_source,pending,,,,,,,,34.0473304,-118.25751
dc_f40c26b1ceb4,,One Wilshire,,colocation,operational,,34.0478876,-118.2555409,point,parcel,building,high,624 South Grand Avenue,Los Angeles,CA,Los Angeles,90017,US,43850.3,gross_building,30.0,,unknown,131.55,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/428021816"", ""source_record_id"": ""way/428021816"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Los Angeles"", ""addr:housenumber"": ""624"", ""addr:postcode"": ""90017"", ""addr:state"": ""CA"", ""addr:street"": ""South Grand Avenue"", ""building"": ""commercial"", ""building:colour"": ""#ECEED6"", ""building:levels"": ""30"", ""building:material"": ""glass"", ""ele"": ""208.0"", ""height"": ""120"", ""lacounty:ain"": ""5144004029;5144004014;5144004029"", ""lacounty:bld_id"": ""484225839768;484256839921;484190839793"", ""name"": ""One Wilshire"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""telecom"": ""data_center"", ""website"": ""https://onewilshire.com/"", ""wikidata"": ""Q21540371""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/495115494"", ""source_record_id"": ""way/495115494"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""Los Angeles"", ""addr:housenumber"": ""624"", ""addr:postcode"": ""90017"", ""addr:state"": ""CA"", ""addr:street"": ""South Grand Avenue"", ""building:colour"": ""#ECEED6"", ""building:levels"": ""30"", ""building:material"": ""glass"", ""building:part"": ""yes"", ""clli"": ""LSANCARC"", ""height"": ""120"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""telecom"": ""data_center""}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/19"", ""source_record_id"": ""19"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""CoreSite - Los Angeles (LA1) One Wilshire"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""zipcode"": ""90017"", ""address1"": ""624 S. Grand Ave."", ""org_id"": 34, ""campus_id"": 7}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/2782"", ""source_record_id"": ""2782"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""Multacom One Wilshire"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""zipcode"": ""90017"", ""address1"": ""624 S Grand Ave"", ""org_id"": 1074, ""campus_id"": null}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/3421"", ""source_record_id"": ""3421"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""LADC1 - 624 S Grand Ave"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""zipcode"": ""90017"", ""address1"": ""624 S Grand Ave"", ""org_id"": 15347, ""campus_id"": null}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/5775"", ""source_record_id"": ""5775"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""Crown Castle Los Angeles (624 S Grand)"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""zipcode"": ""90017"", ""address1"": ""624 South Grand Ave, Suite 1207"", ""org_id"": 15332, ""campus_id"": null}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/10932"", ""source_record_id"": ""10932"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""DataBank Los Angeles (LAX1)"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""zipcode"": ""90017-3335"", ""address1"": ""624 S Grand Ave"", ""org_id"": 2680, ""campus_id"": null}}]",OpenStreetMap,https://www.openstreetmap.org/way/428021816,7,on_osm_building_single_source,pending,,,,,,,,34.0478876,-118.2555409
dc_ddf294b48205,,,Bank of America,unknown,operational,,37.4943952,-77.2374867,point,parcel,building,high,6050 White Oak Creek Drive,,VA,Henrico,23150,US,194915.4,gross_building,,,unknown,19.49,,,True,True,low,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/429040021"", ""source_record_id"": ""way/429040021"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:housenumber"": ""6050"", ""addr:postcode"": ""23150"", ""addr:street"": ""White Oak Creek Drive"", ""building"": ""industrial"", ""operator"": ""Bank of America"", ""operator:wikidata"": ""Q487907"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/429040021,1,on_osm_building_single_source,pending,,,,,,,,37.4943952,-77.2374867
dc_66e879b37950,,"CyrusOne NVA1, NVA2 & NVA3",CyrusOne,colocation,operational,,39.0259023,-77.4144697,point,parcel,building,high,21111 Ridgetop Circle,Sterling,VA,Loudoun,20166,US,265601.8,gross_building,,,unknown,26.56,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/435324552"", ""source_record_id"": ""way/435324552"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Sterling"", ""addr:housenumber"": ""21111"", ""addr:postcode"": ""20166"", ""addr:state"": ""VA"", ""addr:street"": ""Ridgetop Circle"", ""building"": ""data_center"", ""name"": ""CyrusOne NVA1, NVA2 & NVA3"", ""operator"": ""CyrusOne"", ""operator:wikidata"": ""Q16953751"", ""ref"": ""NVA1;NVA2;NVA3"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/virginia/nva1-nva2-nva3-sterling""}}]",OpenStreetMap,https://www.openstreetmap.org/way/435324552,1,independently_confirmed_on_building,pending,,,,,,,,39.0259023,-77.4144697
dc_6a2a35ba07d2,,NAP of the Americas,,unknown,operational,,25.7823886,-80.1930798,point,parcel,building,high,50 Northeast 9th Street,Miami,FL,Miami-Dade,33132,US,122626.1,gross_building,6.0,,unknown,73.58,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/435518280"", ""source_record_id"": ""way/435518280"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Miami"", ""addr:housenumber"": ""50"", ""addr:postcode"": ""33132"", ""addr:state"": ""FL"", ""addr:street"": ""Northeast 9th Street"", ""alt_name"": ""Equinix MI1"", ""building"": ""yes"", ""building:levels"": ""6"", ""clli"": ""MIAUFL"", ""ele"": ""32 ft"", ""height"": ""57.7"", ""name"": ""NAP of the Americas"", ""ref:miabldg"": ""19866"", ""short_name"": ""NOTA"", ""telecom"": ""data_center"", ""wikidata"": ""Q6952344"", ""wikipedia"": ""en:NAP of the Americas""}}]",OpenStreetMap,https://www.openstreetmap.org/way/435518280,1,on_osm_building_single_source,pending,,,,,,,,25.7823886,-80.1930798
dc_cc1e6f846f5c,,CoreSite - Miami (MI1),,colocation,operational,,25.7975445,-80.2300338,point,parcel,building,high,2115 NW 22nd Street,Miami,FL,Miami-Dade,33142,US,15911.3,gross_building,,,unknown,1.59,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/435531451"", ""source_record_id"": ""way/435531451"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""Miami"", ""addr:housenumber"": ""2115"", ""addr:postcode"": ""33142"", ""addr:street"": ""Northwest 22nd Street"", ""building"": ""yes"", ""clli"": ""MIASFLVR"", ""height"": ""22.9"", ""ref:miabldg"": ""23187"", ""telecom"": ""data_center""}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/669"", ""source_record_id"": ""669"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""CoreSite - Miami (MI1)"", ""city"": ""Miami"", ""state"": ""FL"", ""zipcode"": ""33142"", ""address1"": ""2115 NW 22nd Street"", ""org_id"": 34, ""campus_id"": 12}}]",OpenStreetMap,https://www.openstreetmap.org/way/435531451,2,on_osm_building_single_source,pending,,,,,,,,25.7975445,-80.2300338
dc_5127aa265ade,,CyrusOne NVA5,CyrusOne,colocation,operational,,39.024356,-77.4341,point,parcel,building,high,21350 Pacific Boulevard,Sterling,VA,Loudoun,20166,US,506948.5,gross_building,,,unknown,50.69,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/435817145"", ""source_record_id"": ""way/435817145"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Sterling"", ""addr:housenumber"": ""21350"", ""addr:postcode"": ""20166"", ""addr:state"": ""VA"", ""addr:street"": ""Pacific Boulevard"", ""building"": ""data_center"", ""name"": ""CyrusOne NVA5"", ""operator"": ""CyrusOne"", ""operator:wikidata"": ""Q16953751"", ""ref"": ""NVA5"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/virginia/nva5-sterling""}}]",OpenStreetMap,https://www.openstreetmap.org/way/435817145,1,on_osm_building_single_source,pending,,,,,,,,39.024356,-77.4341
dc_7829f587ad00,,Microsoft,Microsoft,hyperscale,operational,,41.5406093,-93.8248434,point,parcel,building,high,,,IA,Dallas,,US,39146.4,gross_building,,,unknown,3.91,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/438077632"", ""source_record_id"": ""way/438077632"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Microsoft"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/438077632,1,on_osm_building_single_source,pending,,,,,,,,41.5406093,-93.8248434
dc_a16fdadb09e8,,Facebook Altoona Data Center 1,Meta,hyperscale,operational,,41.6642482,-93.5147581,point,parcel,building,high,,,IA,Polk,,US,315400.9,gross_building,,,unknown,31.54,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/438078069"", ""source_record_id"": ""way/438078069"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Facebook Altoona Data Center 1"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""operator:wikipedia"": ""en:Meta Platforms"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/438078069,1,independently_confirmed_on_building,pending,,,,,,,,41.6642482,-93.5147581
dc_ce7c1d42d89e,,Facebook Altoona Data Center 2,Meta,hyperscale,operational,,41.6655118,-93.5082089,point,parcel,building,high,,,IA,Polk,,US,307371.4,gross_building,,,unknown,30.74,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/438078070"", ""source_record_id"": ""way/438078070"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Facebook Altoona Data Center 2"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""operator:wikipedia"": ""en:Meta Platforms"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/438078070,1,independently_confirmed_on_building,pending,,,,,,,,41.6655118,-93.5082089
dc_fdae777cf363,,Virginia Information Technologies Agency,,unknown,operational,,37.3607028,-77.3318065,point,parcel,building,high,11751 Meadowville Lane,,VA,Chesterfield,23836,US,157732.0,gross_building,,,unknown,15.77,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/439365340"", ""source_record_id"": ""way/439365340"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:housenumber"": ""11751"", ""addr:postcode"": ""23836"", ""addr:street"": ""Meadowville Lane"", ""building"": ""public"", ""name"": ""Virginia Information Technologies Agency"", ""telecom"": ""data_center"", ""website"": ""https://www.vita.virginia.gov/""}}]",OpenStreetMap,https://www.openstreetmap.org/way/439365340,1,independently_confirmed_on_building,pending,,,,,,,,37.3607028,-77.3318065
dc_3804fbe962f8,,Lumen Technologies,,colocation,operational,,33.7167763,-117.8057759,point,parcel,building,high,14452 Franklin Avenue,Tustin,CA,Orange,92780,US,85658.3,gross_building,,,unknown,8.57,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/441502816"", ""source_record_id"": ""way/441502816"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Tustin"", ""addr:housenumber"": ""14452"", ""addr:postcode"": ""92780"", ""addr:street"": ""Franklin Avenue"", ""building"": ""data_center"", ""height"": ""3.6"", ""name"": ""Lumen Technologies""}}]",OpenStreetMap,https://www.openstreetmap.org/way/441502816,1,on_osm_building_single_source,pending,,,,,,,,33.7167763,-117.8057759
dc_87fe0ed9bf1c,,Lumen,Lumen Technologies,colocation,operational,,47.6542257,-117.4200007,point,parcel,building,high,501 West 2nd Avenue,Spokane,WA,Spokane,99201,US,25400.0,gross_building,,,unknown,2.54,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/444683815"", ""source_record_id"": ""way/444683815"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Spokane"", ""addr:housenumber"": ""501"", ""addr:postcode"": ""99201"", ""addr:state"": ""WA"", ""addr:street"": ""West 2nd Avenue"", ""building"": ""yes"", ""layer"": ""1"", ""name"": ""Lumen"", ""operator"": ""Lumen Technologies"", ""operator:wikidata"": ""Q5063092"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/444683815,1,independently_confirmed_on_building,pending,,,,,,,,47.6542257,-117.4200007
dc_fe7cb3e8830f,,,,unknown,operational,,43.0672971,-89.436704,point,parcel,building,high,2802 Sylvan Avenue,Madison,WI,Dane,53705,US,9176.4,gross_building,,,unknown,0.92,,,True,True,low,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/447803368"", ""source_record_id"": ""way/447803368"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""Madison"", ""addr:housenumber"": ""2802"", ""addr:postcode"": ""53705"", ""addr:state"": ""WI"", ""addr:street"": ""Sylvan Avenue"", ""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/447803368,1,independently_confirmed_on_building,pending,,,,,,,,43.0672971,-89.436704
dc_1674d44d30cc,,Equinix CU2,Equinix,colocation,operational,,38.4548439,-77.9781318,point,parcel,building,high,18155 Technology Drive,Culpeper,VA,Culpeper,22701,US,1299937.8,gross_building,,,unknown,129.99,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/450078003"", ""source_record_id"": ""way/450078003"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Culpeper"", ""addr:country"": ""US"", ""addr:housenumber"": ""18155"", ""addr:postcode"": ""22701"", ""addr:state"": ""VA"", ""addr:street"": ""Technology Drive"", ""landuse"": ""industrial"", ""name"": ""Equinix CU2"", ""operator"": ""Equinix"", ""operator:wikidata"": ""Q851641"", ""phone"": ""+1 540 825 9244"", ""source"": ""Bing"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.com/""}}]",OpenStreetMap,https://www.openstreetmap.org/way/450078003,1,independently_confirmed_on_building,pending,,,,,,,,38.4548439,-77.9781318
dc_f8d214368884,,DataPipe Silicon Valley One,,unknown,operational,,37.3336326,-121.8879639,point,parcel,building,high,150 S 1st St,San Jose,CA,Santa Clara,95113,US,102004.2,gross_building,2.0,,unknown,20.4,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/451413811"", ""source_record_id"": ""way/451413811"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""San Jose"", ""addr:housenumber"": ""150"", ""addr:postcode"": ""95113"", ""addr:street"": ""South 1st Street"", ""building"": ""retail"", ""building:levels"": ""2"", ""building:levels:underground"": ""2"", ""disused:shop"": ""mall"", ""layer"": ""1"", ""old_name"": ""Pavilion"", ""telecom"": ""data_center""}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/2973"", ""source_record_id"": ""2973"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""DataPipe Silicon Valley One"", ""city"": ""San Jose"", ""state"": ""CA"", ""zipcode"": ""95113"", ""address1"": ""150 S 1st St"", ""org_id"": 14208, ""campus_id"": null}}]",OpenStreetMap,https://www.openstreetmap.org/way/451413811,2,independently_confirmed_on_building,pending,,,,,,,,37.3336326,-121.8879639
